,TI,EN,TI_tokenized,EN_tokenized
1703,ካብ ወዲ ስሳ ዓመት ንላዕሊ ድማ፡ ንተባዕታይ እንተ ዀነ፡ ገምጋምካ ዓሰርተው ሓሙሽተ ሲቃል፡ ንጓል ኣንስተይቲ ኸኣ ዓሰርተ ሲቃል ይኹን።,"If the person is from sixty years old and upward; if it is a male, then your valuation shall be fifteen shekels, and for a female ten shekels.","['ካብ', 'ወዲ', 'ስሳ', 'ዓመት', 'ንላዕሊ', 'ድማ', 'ንተባዕታይ', 'እንተ', 'ዀነ', 'ገምጋምካ', 'ዓሰርተው', 'ሓሙሽተ', 'ሲቃል', 'ንጓል', 'ኣንስተይቲ', 'ኸኣ', 'ዓሰርተ', 'ሲቃል', 'ይኹን']","['if', 'the', 'person', 'is', 'from', 'sixty', 'years', 'old', 'and', 'upward', 'if', 'it', 'is', 'a', 'male', 'then', 'your', 'valuation', 'shall', 'be', 'fifteen', 'shekels', 'and', 'for', 'a', 'female', 'ten', 'shekels']"
1704,ነቲ ገምጋምካ ዘይኽእል ድኻ እንተ ዀነ ድማ፡ ኣብ ቅድሚ ኻህን ደው የብልዎ፡ እቲ ኻህን ከኣ ይገምግሞ። እቲ ኻህን ነቲ እተመባጽዔ ኸምቲ ኣብ ኢዱ ዚረኽቦ ይገምግሞ።,"But if he is poorer than your valuation, then he shall be set before the priest, and the priest shall value him; according to the ability of him who vowed shall the priest value him.","['ነቲ', 'ገምጋምካ', 'ዘይኽእል', 'ድኻ', 'እንተ', 'ዀነ', 'ድማ', 'ኣብ', 'ቅድሚ', 'ኻህን', 'ደው', 'የብልዎ', 'እቲ', 'ኻህን', 'ከኣ', 'ይገምግሞ', 'እቲ', 'ኻህን', 'ነቲ', 'እተመባጽዔ', 'ኸምቲ', 'ኣብ', 'ኢዱ', 'ዚረኽቦ', 'ይገምግሞ']","['but', 'if', 'he', 'is', 'poorer', 'than', 'your', 'valuation', 'then', 'he', 'shall', 'be', 'set', 'before', 'the', 'priest', 'and', 'the', 'priest', 'shall', 'value', 'him', 'according', 'to', 'the', 'ability', 'of', 'him', 'who', 'vowed', 'shall', 'the', 'priest', 'value', 'him']"
1705,እቲ ንእግዚኣብሄር ዜቕርብዎ መስዋእቲ ኻብ እንስሳ እንተ ዀነ ኸኣ፡ ካብኡ ንእግዚኣብሄር እተዋህበ ዂሉ ቅዱስ ይኹን።,"""''If it is an animal, of which men offer an offering to Yahweh, all that any man gives of such to Yahweh becomes holy.","['እቲ', 'ንእግዚኣብሄር', 'ዜቕርብዎ', 'መስዋእቲ', 'ኻብ', 'እንስሳ', 'እንተ', 'ዀነ', 'ኸኣ', 'ካብኡ', 'ንእግዚኣብሄር', 'እተዋህበ', 'ዂሉ', 'ቅዱስ', 'ይኹን']","['""\'\'if', 'it', 'is', 'an', 'animal', 'of', 'which', 'men', 'offer', 'an', 'offering', 'to', 'yahweh', 'all', 'that', 'any', 'man', 'gives', 'of', 'such', 'to', 'yahweh', 'becomes', 'holy']"
1706,ጽቡቕ ኣብ ክንዲ ኽፉእ ወይ ክፉእ ኣብ ክንዲ ጽቡቕ ኣይሕለፍ፡ ኣይለወጥ ድማ። እንስሳ ንእንስሳ እንተ ለወጠ ግና፡ ንሱን እቲ መላውጡን ቅዱሳት ይዀኑ።,"He shall not alter it, nor change it, a good for a bad, or a bad for a good: and if he shall at all change animal for animal, then both it and that for which it is changed shall be holy.","['ጽቡቕ', 'ኣብ', 'ክንዲ', 'ኽፉእ', 'ወይ', 'ክፉእ', 'ኣብ', 'ክንዲ', 'ጽቡቕ', 'ኣይሕለፍ', 'ኣይለወጥ', 'ድማ', 'እንስሳ', 'ንእንስሳ', 'እንተ', 'ለወጠ', 'ግና', 'ንሱን', 'እቲ', 'መላውጡን', 'ቅዱሳት', 'ይዀኑ']","['he', 'shall', 'not', 'alter', 'it', 'nor', 'change', 'it', 'a', 'good', 'for', 'a', 'bad', 'or', 'a', 'bad', 'for', 'a', 'good', 'and', 'if', 'he', 'shall', 'at', 'all', 'change', 'animal', 'for', 'animal', 'then', 'both', 'it', 'and', 'that', 'for', 'which', 'it', 'is', 'changed', 'shall', 'be', 'holy']"
1707,ካብቶም ንእግዚኣብሄር ንመስዋእቲ ዘይቕረቡ ርኹሳት ዘበሉ እንስሳ እንተ ዀነ ኸኣ፡ ነቲ እንስሳ ኣብ ቅድሚ ኻህን ደው የብሎ፡,"If it is any unclean animal, of which they do not offer as an offering to Yahweh, then he shall set the animal before the priest;","['ካብቶም', 'ንእግዚኣብሄር', 'ንመስዋእቲ', 'ዘይቕረቡ', 'ርኹሳት', 'ዘበሉ', 'እንስሳ', 'እንተ', 'ዀነ', 'ኸኣ', 'ነቲ', 'እንስሳ', 'ኣብ', 'ቅድሚ', 'ኻህን', 'ደው', 'የብሎ']","['if', 'it', 'is', 'any', 'unclean', 'animal', 'of', 'which', 'they', 'do', 'not', 'offer', 'as', 'an', 'offering', 'to', 'yahweh', 'then', 'he', 'shall', 'set', 'the', 'animal', 'before', 'the', 'priest']"
1708,ጽቡቕ እንተ ዀይኑ ወይ ክፋእ፡ እቲ ኻህን ብመጠኑ ይገምግም። ኣታ ኻህን፡ ከም ገምጋምካ ኸምኡ ይኹን።,"and the priest shall value it, whether it is good or bad. As you the priest values it, so shall it be.","['ጽቡቕ', 'እንተ', 'ዀይኑ', 'ወይ', 'ክፋእ', 'እቲ', 'ኻህን', 'ብመጠኑ', 'ይገምግም', 'ኣታ', 'ኻህን', 'ከም', 'ገምጋምካ', 'ኸምኡ', 'ይኹን']","['and', 'the', 'priest', 'shall', 'value', 'it', 'whether', 'it', 'is', 'good', 'or', 'bad', 'as', 'you', 'the', 'priest', 'values', 'it', 'so', 'shall', 'it', 'be']"
1709,ኪብጀዎ እንተ ደለየ ኸኣ፡ ሓምሳይ ኢድ እቲ ገምጋምካ ይወስኸሉ።,"But if he will indeed redeem it, then he shall add the fifth part of it to its valuation.","['ኪብጀዎ', 'እንተ', 'ደለየ', 'ኸኣ', 'ሓምሳይ', 'ኢድ', 'እቲ', 'ገምጋምካ', 'ይወስኸሉ']","['but', 'if', 'he', 'will', 'indeed', 'redeem', 'it', 'then', 'he', 'shall', 'add', 'the', 'fifth', 'part', 'of', 'it', 'to', 'its', 'valuation']"
1710,ሰብ ቤቱ ንእግዚኣብሄር ቅድስቲ ኽትከውን እንተ ቐደሳ ድማ፡ ብመጠን ምጽባቓ ወይ ምሕማቓ እቲ ኻህን ይገምግማ። ከምቲ ኻህን ዝገምገማ ኸምኡ ይቑም።,"""''When a man dedicates his house to be holy to Yahweh, then the priest shall evaluate it, whether it is good or bad: as the priest shall evaluate it, so shall it stand.","['ሰብ', 'ቤቱ', 'ንእግዚኣብሄር', 'ቅድስቲ', 'ኽትከውን', 'እንተ', 'ቐደሳ', 'ድማ', 'ብመጠን', 'ምጽባቓ', 'ወይ', 'ምሕማቓ', 'እቲ', 'ኻህን', 'ይገምግማ', 'ከምቲ', 'ኻህን', 'ዝገምገማ', 'ኸምኡ', 'ይቑም']","['""\'\'when', 'a', 'man', 'dedicates', 'his', 'house', 'to', 'be', 'holy', 'to', 'yahweh', 'then', 'the', 'priest', 'shall', 'evaluate', 'it', 'whether', 'it', 'is', 'good', 'or', 'bad', 'as', 'the', 'priest', 'shall', 'evaluate', 'it', 'so', 'shall', 'it', 'stand']"
1711,እቲ ንቤቱ ዝቐደሳ ኺብጀዋ እንተ ደለየ፡ ነቲ ዝገምገምካዮ ብሩርስ ሓምሳይ ኢድ ይወስኸሉ እሞ ናቱ ትኹን።,"If he who dedicates it will redeem his house, then he shall add the fifth part of the money of your valuation to it, and it shall be his.","['እቲ', 'ንቤቱ', 'ዝቐደሳ', 'ኺብጀዋ', 'እንተ', 'ደለየ', 'ነቲ', 'ዝገምገምካዮ', 'ብሩርስ', 'ሓምሳይ', 'ኢድ', 'ይወስኸሉ', 'እሞ', 'ናቱ', 'ትኹን']","['if', 'he', 'who', 'dedicates', 'it', 'will', 'redeem', 'his', 'house', 'then', 'he', 'shall', 'add', 'the', 'fifth', 'part', 'of', 'the', 'money', 'of', 'your', 'valuation', 'to', 'it', 'and', 'it', 'shall', 'be', 'his']"
1712,ሰብ ካብ ግራት ርስቱ ገለ ንእግዚኣብሄር እንተ ቐደሰ፡ እቲ ገምጋምካ ኸም መጠን ዘርኣ ይኹን፡ ሆሜር ስገም ዜዝርእ ሓምሳ ሲቃል ብሩር ይተሐሰብ።,"""''If a man dedicates to Yahweh part of the field of his possession, then your valuation shall be according to the seed for it: the sowing of a homer of barley shall be valued at fifty shekels of silver.","['ሰብ', 'ካብ', 'ግራት', 'ርስቱ', 'ገለ', 'ንእግዚኣብሄር', 'እንተ', 'ቐደሰ', 'እቲ', 'ገምጋምካ', 'ኸም', 'መጠን', 'ዘርኣ', 'ይኹን', 'ሆሜር', 'ስገም', 'ዜዝርእ', 'ሓምሳ', 'ሲቃል', 'ብሩር', 'ይተሐሰብ']","['""\'\'if', 'a', 'man', 'dedicates', 'to', 'yahweh', 'part', 'of', 'the', 'field', 'of', 'his', 'possession', 'then', 'your', 'valuation', 'shall', 'be', 'according', 'to', 'the', 'seed', 'for', 'it', 'the', 'sowing', 'of', 'a', 'homer', 'of', 'barley', 'shall', 'be', 'valued', 'at', 'fifty', 'shekels', 'of', 'silver']"
1713,ነታ ግራቱ ኻብ ዓመት እልልታ ጀሚሩ እንተ ቐደሳ፡ ከምቲ ገምጋምካ ይቑም።,"If he dedicates his field from the Year of Jubilee, according to your valuation it shall stand.","['ነታ', 'ግራቱ', 'ኻብ', 'ዓመት', 'እልልታ', 'ጀሚሩ', 'እንተ', 'ቐደሳ', 'ከምቲ', 'ገምጋምካ', 'ይቑም']","['if', 'he', 'dedicates', 'his', 'field', 'from', 'the', 'year', 'of', 'jubilee', 'according', 'to', 'your', 'valuation', 'it', 'shall', 'stand']"
1714,ንግራቱ ድሕሪ ዓመት እልልታ እንተ ቐደሳ ኸኣ፡ እቲ ኻህን ብፍቕዲ እተን ክሳዕ ዓመት እልልታ ተሪፈን ዘለዋ ዓመታት ዋጋኣ ይሕሰበሉ፡ ካብቲ ገምጋምካ ኸኣ ይጒደል።,"But if he dedicates his field after the Jubilee, then the priest shall reckon to him the money according to the years that remain to the Year of Jubilee; and an abatement shall be made from your valuation.","['ንግራቱ', 'ድሕሪ', 'ዓመት', 'እልልታ', 'እንተ', 'ቐደሳ', 'ኸኣ', 'እቲ', 'ኻህን', 'ብፍቕዲ', 'እተን', 'ክሳዕ', 'ዓመት', 'እልልታ', 'ተሪፈን', 'ዘለዋ', 'ዓመታት', 'ዋጋኣ', 'ይሕሰበሉ', 'ካብቲ', 'ገምጋምካ', 'ኸኣ', 'ይጒደል']","['but', 'if', 'he', 'dedicates', 'his', 'field', 'after', 'the', 'jubilee', 'then', 'the', 'priest', 'shall', 'reckon', 'to', 'him', 'the', 'money', 'according', 'to', 'the', 'years', 'that', 'remain', 'to', 'the', 'year', 'of', 'jubilee', 'and', 'an', 'abatement', 'shall', 'be', 'made', 'from', 'your', 'valuation']"
1715,እቲ ግራቱ ዝቐደሰ ኺብጀዋ እንተ ደለየ ድማ፡ ኣብ ልዕሊ እቲ ዝገምገምካዮ ዋጋኣ ሓምሳይ ኢድ ይወስኽ፡ ኣብኡ ኸኣ ትቑም።,"If he who dedicated the field will indeed redeem it, then he shall add the fifth part of the money of your valuation to it, and it shall remain his.","['እቲ', 'ግራቱ', 'ዝቐደሰ', 'ኺብጀዋ', 'እንተ', 'ደለየ', 'ድማ', 'ኣብ', 'ልዕሊ', 'እቲ', 'ዝገምገምካዮ', 'ዋጋኣ', 'ሓምሳይ', 'ኢድ', 'ይወስኽ', 'ኣብኡ', 'ኸኣ', 'ትቑም']","['if', 'he', 'who', 'dedicated', 'the', 'field', 'will', 'indeed', 'redeem', 'it', 'then', 'he', 'shall', 'add', 'the', 'fifth', 'part', 'of', 'the', 'money', 'of', 'your', 'valuation', 'to', 'it', 'and', 'it', 'shall', 'remain', 'his']"
1716,ነታ ግራት ኪብጀዋ እንተ ዘይደለየ፡ ወይ ነታ ግራት ናብ ካልእ ሰብ እንተ ሸጣ፡ ድሕሪ እቲ ኺብጀዋ ኣይከኣሎን እዩ።,"If he will not redeem the field, or if he has sold the field to another man, it shall not be redeemed any more;","['ነታ', 'ግራት', 'ኪብጀዋ', 'እንተ', 'ዘይደለየ', 'ወይ', 'ነታ', 'ግራት', 'ናብ', 'ካልእ', 'ሰብ', 'እንተ', 'ሸጣ', 'ድሕሪ', 'እቲ', 'ኺብጀዋ', 'ኣይከኣሎን', 'እዩ']","['if', 'he', 'will', 'not', 'redeem', 'the', 'field', 'or', 'if', 'he', 'has', 'sold', 'the', 'field', 'to', 'another', 'man', 'it', 'shall', 'not', 'be', 'redeemed', 'any', 'more']"
1717,ብዓመት እልልታ ምስ ወጸት ግና፡ ከም እተሐርመት ግራት ንእግዚኣብሄር ትቀደስ እሞ ርስቲ ኻህን ትኹን።,"but the field, when it goes out in the Jubilee, shall be holy to Yahweh, as a field devoted; it shall be owned by the priests.","['ብዓመት', 'እልልታ', 'ምስ', 'ወጸት', 'ግና', 'ከም', 'እተሐርመት', 'ግራት', 'ንእግዚኣብሄር', 'ትቀደስ', 'እሞ', 'ርስቲ', 'ኻህን', 'ትኹን']","['but', 'the', 'field', 'when', 'it', 'goes', 'out', 'in', 'the', 'jubilee', 'shall', 'be', 'holy', 'to', 'yahweh', 'as', 'a', 'field', 'devoted', 'it', 'shall', 'be', 'owned', 'by', 'the', 'priests']"
1718,ካብ ግራት ርስቱ ዘይኰነት እተሻየጣ ግራት ንእግዚኣብሄር እንተ ቐደሰ ድማ፡,"""''If he dedicates to Yahweh a field which he has bought, which is not of the field of his possession,","['ካብ', 'ግራት', 'ርስቱ', 'ዘይኰነት', 'እተሻየጣ', 'ግራት', 'ንእግዚኣብሄር', 'እንተ', 'ቐደሰ', 'ድማ']","['""\'\'if', 'he', 'dedicates', 'to', 'yahweh', 'a', 'field', 'which', 'he', 'has', 'bought', 'which', 'is', 'not', 'of', 'the', 'field', 'of', 'his', 'possession']"
1719,ሽዑ እቲ ኻህን ነቲ ዋጋ ገምጋምካ ኽሳዕ ዓመት እልልታ ይሕሰበሉ፡ በታ መዓልቲ እቲኣ ኸኣ እቲ ዋጋ ገምጋምካ ንእግዚኣብሄር ከም እተቐደሰ ገይሩ ይሀብ።,"then the priest shall reckon to him the worth of your valuation up to the Year of Jubilee; and he shall give your valuation on that day, as a holy thing to Yahweh.","['ሽዑ', 'እቲ', 'ኻህን', 'ነቲ', 'ዋጋ', 'ገምጋምካ', 'ኽሳዕ', 'ዓመት', 'እልልታ', 'ይሕሰበሉ', 'በታ', 'መዓልቲ', 'እቲኣ', 'ኸኣ', 'እቲ', 'ዋጋ', 'ገምጋምካ', 'ንእግዚኣብሄር', 'ከም', 'እተቐደሰ', 'ገይሩ', 'ይሀብ']","['then', 'the', 'priest', 'shall', 'reckon', 'to', 'him', 'the', 'worth', 'of', 'your', 'valuation', 'up', 'to', 'the', 'year', 'of', 'jubilee', 'and', 'he', 'shall', 'give', 'your', 'valuation', 'on', 'that', 'day', 'as', 'a', 'holy', 'thing', 'to', 'yahweh']"
1720,ብዓመት እልልታ ግና እታ ግራት ናብቲ ሸያጢኣ፡ ናብቲ እታ ምድሪ ርስቱ ዝነበረት ትመለስ።,"In the Year of Jubilee the field shall return to him from whom it was bought, even to him to whom the possession of the land belongs.","['ብዓመት', 'እልልታ', 'ግና', 'እታ', 'ግራት', 'ናብቲ', 'ሸያጢኣ', 'ናብቲ', 'እታ', 'ምድሪ', 'ርስቱ', 'ዝነበረት', 'ትመለስ']","['in', 'the', 'year', 'of', 'jubilee', 'the', 'field', 'shall', 'return', 'to', 'him', 'from', 'whom', 'it', 'was', 'bought', 'even', 'to', 'him', 'to', 'whom', 'the', 'possession', 'of', 'the', 'land', 'belongs']"
1721,ኲሉ ገምጋምካ ብሲቃል መቕደስ ይኹን፡ እታ ሲቃል ድማ ዕስራ ጌራ ትኹን።,All your valuations shall be according to the shekel of the sanctuary: twenty gerahs to the shekel.,"['ኲሉ', 'ገምጋምካ', 'ብሲቃል', 'መቕደስ', 'ይኹን', 'እታ', 'ሲቃል', 'ድማ', 'ዕስራ', 'ጌራ', 'ትኹን']","['all', 'your', 'valuations', 'shall', 'be', 'according', 'to', 'the', 'shekel', 'of', 'the', 'sanctuary', 'twenty', 'gerahs', 'to', 'the', 'shekel']"
1722,በዂሪ እንስሳ ግና፡ በዂሪ ምዃኑ ናይ እግዚኣብሄር ዝዀነ፡ ብዕራይ ኰነ በጊዕ ኰነ፡ ሰብ ኪቕድሶ ኣይከአልን። ናይ እግዚኣብሄር እዩ።,"""''Only the firstborn among animals, which is made a firstborn to Yahweh, no man may dedicate it; whether an ox or sheep, it is Yahweh''s.","['በዂሪ', 'እንስሳ', 'ግና', 'በዂሪ', 'ምዃኑ', 'ናይ', 'እግዚኣብሄር', 'ዝዀነ', 'ብዕራይ', 'ኰነ', 'በጊዕ', 'ኰነ', 'ሰብ', 'ኪቕድሶ', 'ኣይከአልን', 'ናይ', 'እግዚኣብሄር', 'እዩ']","['""\'\'only', 'the', 'firstborn', 'among', 'animals', 'which', 'is', 'made', 'a', 'firstborn', 'to', 'yahweh', 'no', 'man', 'may', 'dedicate', 'it', 'whether', 'an', 'ox', 'or', 'sheep', 'it', 'is', ""yahweh''s""]"
1723,ካብ ርኹስ እንስሳ እንተ ዀነ ግና፡ ኣብ ልዕሊ እቲ ገምጋምካ ሓምሳይ ኢድ ወሲኹ ይበጀዎ። እንተ ዘይተበጀወ፡ በቲ ገምጋምካ ይሸየጥ።,"If it is an unclean animal, then he shall buy it back according to your valuation, and shall add to it the fifth part of it: or if it isn''t redeemed, then it shall be sold according to your valuation.","['ካብ', 'ርኹስ', 'እንስሳ', 'እንተ', 'ዀነ', 'ግና', 'ኣብ', 'ልዕሊ', 'እቲ', 'ገምጋምካ', 'ሓምሳይ', 'ኢድ', 'ወሲኹ', 'ይበጀዎ', 'እንተ', 'ዘይተበጀወ', 'በቲ', 'ገምጋምካ', 'ይሸየጥ']","['if', 'it', 'is', 'an', 'unclean', 'animal', 'then', 'he', 'shall', 'buy', 'it', 'back', 'according', 'to', 'your', 'valuation', 'and', 'shall', 'add', 'to', 'it', 'the', 'fifth', 'part', 'of', 'it', 'or', 'if', 'it', ""isn''t"", 'redeemed', 'then', 'it', 'shall', 'be', 'sold', 'according', 'to', 'your', 'valuation']"
1724,ሰብ ንእግዚኣብሄር ዝሐረሞ ዂሉ ሕሩም ነገር ካብ ዝዀነ ገንዘቡ፡ ሰብ ኰነ እንስሳ ዀነ ወይ ግራት ርስቱ ዝዀነት፡ ኣይሸየጥ ኣይበጀዎ ድማ። እተሐርመ ዘበለ፡ ንሱ ንእግዚኣብሄር ቅዱስ ቅዱሳን እዩ።,"""''Notwithstanding, no devoted thing, that a man shall devote to Yahweh of all that he has, whether of man or animal, or of the field of his possession, shall be sold or redeemed: every devoted thing is most holy to Yahweh.","['ሰብ', 'ንእግዚኣብሄር', 'ዝሐረሞ', 'ዂሉ', 'ሕሩም', 'ነገር', 'ካብ', 'ዝዀነ', 'ገንዘቡ', 'ሰብ', 'ኰነ', 'እንስሳ', 'ዀነ', 'ወይ', 'ግራት', 'ርስቱ', 'ዝዀነት', 'ኣይሸየጥ', 'ኣይበጀዎ', 'ድማ', 'እተሐርመ', 'ዘበለ', 'ንሱ', 'ንእግዚኣብሄር', 'ቅዱስ', 'ቅዱሳን', 'እዩ']","['""\'\'notwithstanding', 'no', 'devoted', 'thing', 'that', 'a', 'man', 'shall', 'devote', 'to', 'yahweh', 'of', 'all', 'that', 'he', 'has', 'whether', 'of', 'man', 'or', 'animal', 'or', 'of', 'the', 'field', 'of', 'his', 'possession', 'shall', 'be', 'sold', 'or', 'redeemed', 'every', 'devoted', 'thing', 'is', 'most', 'holy', 'to', 'yahweh']"
1725,እተሐርመ ዘበለ ሕሩም ሰብ ሞት ይሙት እምበር፡ ኣይበጀዎ።,"""''No one devoted, who shall be devoted from among men, shall be ransomed; he shall surely be put to death.","['እተሐርመ', 'ዘበለ', 'ሕሩም', 'ሰብ', 'ሞት', 'ይሙት', 'እምበር', 'ኣይበጀዎ']","['""\'\'no', 'one', 'devoted', 'who', 'shall', 'be', 'devoted', 'from', 'among', 'men', 'shall', 'be', 'ransomed', 'he', 'shall', 'surely', 'be', 'put', 'to', 'death']"
1726,ኲሉ ዕሽር ምድሪ ድማ፡ ካብ ዘርኢ ምድሪ ዀነ፡ ካብ ፍረ ኦም ኰነ፡ ንሱ ናይ እግዚኣብሄር እዩ፡ ንእግዚኣብሄር እተቐደሰ እዩ።,"""''All the tithe of the land, whether of the seed of the land or of the fruit of the trees, is Yahweh''s. It is holy to Yahweh.","['ኲሉ', 'ዕሽር', 'ምድሪ', 'ድማ', 'ካብ', 'ዘርኢ', 'ምድሪ', 'ዀነ', 'ካብ', 'ፍረ', 'ኦም', 'ኰነ', 'ንሱ', 'ናይ', 'እግዚኣብሄር', 'እዩ', 'ንእግዚኣብሄር', 'እተቐደሰ', 'እዩ']","['""\'\'all', 'the', 'tithe', 'of', 'the', 'land', 'whether', 'of', 'the', 'seed', 'of', 'the', 'land', 'or', 'of', 'the', 'fruit', 'of', 'the', 'trees', 'is', ""yahweh''s"", 'it', 'is', 'holy', 'to', 'yahweh']"
