,EN,TI,TI_tokenized,EN_tokenized
434,"Nahor lived twenty-nine years, and became the father of Terah.",ናሆር ድማ ዕስራን ትሽዓተን ዓመት ገበረ፡ ንታራ ኸኣ ወለደ።,"['ናሆር', 'ድማ', 'ዕስራን', 'ትሽዓተን', 'ዓመት', 'ገበረ', 'ንታራ', 'ኸኣ', 'ወለደ']","['nahor', 'lived', 'twenty-nine', 'years', 'and', 'became', 'the', 'father', 'of', 'terah']"
435,"Nahor lived one hundred nineteen years after he became the father of Terah, and became the father of sons and daughters.",ናሆር ንታራ ምስ ወለደ ድማ፡ ድሕሪኡ ሚእትን ዓሰርተው ትሽዓተን ዓመት ገበረ፡ ኣወዳትን ኣዋልድን ከኣ ወለደ።,"['ናሆር', 'ንታራ', 'ምስ', 'ወለደ', 'ድማ', 'ድሕሪኡ', 'ሚእትን', 'ዓሰርተው', 'ትሽዓተን', 'ዓመት', 'ገበረ', 'ኣወዳትን', 'ኣዋልድን', 'ከኣ', 'ወለደ']","['nahor', 'lived', 'one', 'hundred', 'nineteen', 'years', 'after', 'he', 'became', 'the', 'father', 'of', 'terah', 'and', 'became', 'the', 'father', 'of', 'sons', 'and', 'daughters']"
436,"Terah lived seventy years, and became the father of Abram, Nahor, and Haran.",ታራ ድማ ሰብዓ ዓመት ገበረ፡ ንኣብራምን ንናሆርን ንሃራን ወለደ።,"['ታራ', 'ድማ', 'ሰብዓ', 'ዓመት', 'ገበረ', 'ንኣብራምን', 'ንናሆርን', 'ንሃራን', 'ወለደ']","['terah', 'lived', 'seventy', 'years', 'and', 'became', 'the', 'father', 'of', 'abram', 'nahor', 'and', 'haran']"
437,"Now this is the history of the generations of Terah. Terah became the father of Abram, Nahor, and Haran. Haran became the father of Lot.",ወለዶ ታራ ኸኣ እዚ እዩ፤ ታራ ንኣብራምን ንናሆርን ንሃራንን ወለደ። ሃራን ድማ ንሎጥ ወለደ።,"['ወለዶ', 'ታራ', 'ኸኣ', 'እዚ', 'እዩ', 'ታራ', 'ንኣብራምን', 'ንናሆርን', 'ንሃራንን', 'ወለደ', 'ሃራን', 'ድማ', 'ንሎጥ', 'ወለደ']","['now', 'this', 'is', 'the', 'history', 'of', 'the', 'generations', 'of', 'terah', 'terah', 'became', 'the', 'father', 'of', 'abram', 'nahor', 'and', 'haran', 'haran', 'became', 'the', 'father', 'of', 'lot']"
438,"Haran died before his father Terah in the land of his birth, in Ur of the Chaldees.",ሃራን ከኣ ኣብ ኡር ናይ ከለዳውያን ኣብታ እተወልደላ ምድሪ ኣብ ቅድሚ ኣቦኡ ታራ ሞተ።,"['ሃራን', 'ከኣ', 'ኣብ', 'ኡር', 'ናይ', 'ከለዳውያን', 'ኣብታ', 'እተወልደላ', 'ምድሪ', 'ኣብ', 'ቅድሚ', 'ኣቦኡ', 'ታራ', 'ሞተ']","['haran', 'died', 'before', 'his', 'father', 'terah', 'in', 'the', 'land', 'of', 'his', 'birth', 'in', 'ur', 'of', 'the', 'chaldees']"
439,"Abram and Nahor took wives. The name of Abram''s wife was Sarai, and the name of Nahor''s wife, Milcah, the daughter of Haran who was also the father of Iscah.",ኣብራምን ናሆርን ድማ ኣንስቲ ኣእተዉ። ስም ሰበይቲ ኣብራም ሳራይ እዩ፡ ስም ሰበይቲ ናሆር ድማ ሚልካ፡ ጓል ሃራን፡ ኣቦ ሚልካን ኣቦ ዪስካን እዩ።,"['ኣብራምን', 'ናሆርን', 'ድማ', 'ኣንስቲ', 'ኣእተዉ', 'ስም', 'ሰበይቲ', 'ኣብራም', 'ሳራይ', 'እዩ', 'ስም', 'ሰበይቲ', 'ናሆር', 'ድማ', 'ሚልካ', 'ጓል', 'ሃራን', 'ኣቦ', 'ሚልካን', 'ኣቦ', 'ዪስካን', 'እዩ']","['abram', 'and', 'nahor', 'took', 'wives', 'the', 'name', 'of', ""abram''s"", 'wife', 'was', 'sarai', 'and', 'the', 'name', 'of', ""nahor''s"", 'wife', 'milcah', 'the', 'daughter', 'of', 'haran', 'who', 'was', 'also', 'the', 'father', 'of', 'iscah']"
440,Sarai was barren. She had no child.,ሳራይ ከኣ መኻን ነበረት እሞ ውሉድ ኣይነበራን።,"['ሳራይ', 'ከኣ', 'መኻን', 'ነበረት', 'እሞ', 'ውሉድ', 'ኣይነበራን']","['sarai', 'was', 'barren', 'she', 'had', 'no', 'child']"
441,"Terah took Abram his son, Lot the son of Haran, his son''s son, and Sarai his daughter-in-law, his son Abram''s wife. They went forth from Ur of the Chaldees, to go into the land of Canaan. They came to Haran and lived there.",ታራ ድማ ንኣብራም ወዱን፡ ንሎጥ ወዲ ሃራን ወዲ ወዱን፡ ንሳራይ ከኣ ሰበይቲ ወዱ፡ ሰበይቲ ኣብራም ወዱ ወሰደ፡ ካብ ኡር ናይ ከለዳውያን ናብ ምድሪ ከነኣን ኪኸዱ ብሓደ ወጹ። ናብ ካራን ድማ መጹ፡ ኣብኣ ኸኣ ተቐመጡ።,"['ታራ', 'ድማ', 'ንኣብራም', 'ወዱን', 'ንሎጥ', 'ወዲ', 'ሃራን', 'ወዲ', 'ወዱን', 'ንሳራይ', 'ከኣ', 'ሰበይቲ', 'ወዱ', 'ሰበይቲ', 'ኣብራም', 'ወዱ', 'ወሰደ', 'ካብ', 'ኡር', 'ናይ', 'ከለዳውያን', 'ናብ', 'ምድሪ', 'ከነኣን', 'ኪኸዱ', 'ብሓደ', 'ወጹ', 'ናብ', 'ካራን', 'ድማ', 'መጹ', 'ኣብኣ', 'ኸኣ', 'ተቐመጡ']","['terah', 'took', 'abram', 'his', 'son', 'lot', 'the', 'son', 'of', 'haran', 'his', ""son''s"", 'son', 'and', 'sarai', 'his', 'daughter-in-law', 'his', 'son', ""abram''s"", 'wife', 'they', 'went', 'forth', 'from', 'ur', 'of', 'the', 'chaldees', 'to', 'go', 'into', 'the', 'land', 'of', 'canaan', 'they', 'came', 'to', 'haran', 'and', 'lived', 'there']"
442,The days of Terah were two hundred five years. Terah died in Haran.,ዕድመ ታራ ድማ ክልተ ሚእትን ሓሙሽተን ዓመት ኰነ። ታራ ኸኣ ኣብ ካራን ሞተ።,"['ዕድመ', 'ታራ', 'ድማ', 'ክልተ', 'ሚእትን', 'ሓሙሽተን', 'ዓመት', 'ኰነ', 'ታራ', 'ኸኣ', 'ኣብ', 'ካራን', 'ሞተ']","['the', 'days', 'of', 'terah', 'were', 'two', 'hundred', 'five', 'years', 'terah', 'died', 'in', 'haran']"
443,BLANK,እግዚኣብሄር ድማ ንኣብራም በሎ፤ ካብ ምድርኻን ካብ ኣዝማድካን ካብ እንዳ ኣቦኻን ኣነ ናብ ዘርእየካ ምድሪ ኣቢልካ ውጻእ።,"['እግዚኣብሄር', 'ድማ', 'ንኣብራም', 'በሎ', 'ካብ', 'ምድርኻን', 'ካብ', 'ኣዝማድካን', 'ካብ', 'እንዳ', 'ኣቦኻን', 'ኣነ', 'ናብ', 'ዘርእየካ', 'ምድሪ', 'ኣቢልካ', 'ውጻእ']",['blank']
444,BLANK,ንዓብዪ ህዝቢ ኽገብረካን ክባርኸካን ከኣ እየ፡ ንስምካውን ከዕብዮ እየ፡ ንበረኸት ድማ ክትከውን ኢኻ።,"['ንዓብዪ', 'ህዝቢ', 'ኽገብረካን', 'ክባርኸካን', 'ከኣ', 'እየ', 'ንስምካውን', 'ከዕብዮ', 'እየ', 'ንበረኸት', 'ድማ', 'ክትከውን', 'ኢኻ']",['blank']
445,BLANK,ንዚባርኹኻ ክባርኾም፡ ንዚረግመካ ድማ ክረግሞ እየ። ዓሌታት ኵላ ምድሪ ድማ ብኣኻ ኪባረኹ እዮም።,"['ንዚባርኹኻ', 'ክባርኾም', 'ንዚረግመካ', 'ድማ', 'ክረግሞ', 'እየ', 'ዓሌታት', 'ኵላ', 'ምድሪ', 'ድማ', 'ብኣኻ', 'ኪባረኹ', 'እዮም']",['blank']
446,BLANK,ኣብራም ከኣ ከምቲ እግዚኣብሄር ዝበሎ ኸደ፡ ሎጥ ድማ ምስኡ ኸደ። ኣብራም ካብ ካራን ኪወጽእ ከሎ ኸኣ ወዲ ሰብዓን ሓሙሽተን ዓመት ነበረ።,"['ኣብራም', 'ከኣ', 'ከምቲ', 'እግዚኣብሄር', 'ዝበሎ', 'ኸደ', 'ሎጥ', 'ድማ', 'ምስኡ', 'ኸደ', 'ኣብራም', 'ካብ', 'ካራን', 'ኪወጽእ', 'ከሎ', 'ኸኣ', 'ወዲ', 'ሰብዓን', 'ሓሙሽተን', 'ዓመት', 'ነበረ']",['blank']
447,BLANK,ኣብራም ድማ ንሳራይ ሰበይቱን ንሎጥ ወዲ ሓዉን፡ ነቲ ዘጥረይዎ ዅሉ ጥሪቶምን ነቶም ኣብ ካራን ዘጥረይዎም ነፍሳትን ወሲዱ፡ ንምድሪ ኸነኣን ኪኸዱ ወጹ፡ ናብ ምድሪ ኸነኣን ከኣ መጹ።,"['ኣብራም', 'ድማ', 'ንሳራይ', 'ሰበይቱን', 'ንሎጥ', 'ወዲ', 'ሓዉን', 'ነቲ', 'ዘጥረይዎ', 'ዅሉ', 'ጥሪቶምን', 'ነቶም', 'ኣብ', 'ካራን', 'ዘጥረይዎም', 'ነፍሳትን', 'ወሲዱ', 'ንምድሪ', 'ኸነኣን', 'ኪኸዱ', 'ወጹ', 'ናብ', 'ምድሪ', 'ኸነኣን', 'ከኣ', 'መጹ']",['blank']
448,BLANK,ኣብራም ድማ በታ ምድሪ ኽሳዕ ቦታ ሴኬም ክሳዕ ድዋታት ሞሬ ሓለፈ። በቲ ዘበንቲ ድማ ከነኣናውያን ኣብታ ምድሪ እቲኣ ነበሩ።,"['ኣብራም', 'ድማ', 'በታ', 'ምድሪ', 'ኽሳዕ', 'ቦታ', 'ሴኬም', 'ክሳዕ', 'ድዋታት', 'ሞሬ', 'ሓለፈ', 'በቲ', 'ዘበንቲ', 'ድማ', 'ከነኣናውያን', 'ኣብታ', 'ምድሪ', 'እቲኣ', 'ነበሩ']",['blank']
449,BLANK,እግዚኣብሄር ድማ ንኣብራም ተራእዮ፡ እዛ ምድሪ እዚኣ ንዘርእኻ ክህቦ እየ፡ ከኣ በሎ። ኣብኡውን ነቲ እተራእዮ እግዚኣብሄር መሰውኢ ሰርሓሉ።,"['እግዚኣብሄር', 'ድማ', 'ንኣብራም', 'ተራእዮ', 'እዛ', 'ምድሪ', 'እዚኣ', 'ንዘርእኻ', 'ክህቦ', 'እየ', 'ከኣ', 'በሎ', 'ኣብኡውን', 'ነቲ', 'እተራእዮ', 'እግዚኣብሄር', 'መሰውኢ', 'ሰርሓሉ']",['blank']
450,BLANK,ካብኡ ናብቲ ኣብ ምብራቕ ቤት-ኤል ዘሎ ኸረን ተጓዒዙ ድማ፡ ኣብኡ ድንኳኑ ተኸለ፡ እሞ ቤት-ኤል ብሸነኽ ምዕራቡ፡ ዓይ ከኣ ብምብራቑ ዀና። ኣብኡ ኸኣ ንእግዚኣብሄር መሰውኢ ሰርሔ፡ ብስም እግዚኣብሄር ተማህለለ።,"['ካብኡ', 'ናብቲ', 'ኣብ', 'ምብራቕ', 'ቤት-ኤል', 'ዘሎ', 'ኸረን', 'ተጓዒዙ', 'ድማ', 'ኣብኡ', 'ድንኳኑ', 'ተኸለ', 'እሞ', 'ቤት-ኤል', 'ብሸነኽ', 'ምዕራቡ', 'ዓይ', 'ከኣ', 'ብምብራቑ', 'ዀና', 'ኣብኡ', 'ኸኣ', 'ንእግዚኣብሄር', 'መሰውኢ', 'ሰርሔ', 'ብስም', 'እግዚኣብሄር', 'ተማህለለ']",['blank']
451,BLANK,ኣብራም ድማ ተላዒሉ እናገዐዘ ናብ ደቡብ ኣቢሉ ኸደ።,"['ኣብራም', 'ድማ', 'ተላዒሉ', 'እናገዐዘ', 'ናብ', 'ደቡብ', 'ኣቢሉ', 'ኸደ']",['blank']
452,"There was a famine in the land. Abram went down into Egypt to live as a foreigner there, for the famine was severe in the land.",ኣብታ ሃገር ከኣ ጥሜት ኰነ። ኣብታ ሃገር ጥሜት ስለ ዝበርትዔ ድማ፡ ኣብራም ብስደት፡ ኣብኣ ኪቕመጥ፡ ናብ ግብጺ ወረደ።,"['ኣብታ', 'ሃገር', 'ከኣ', 'ጥሜት', 'ኰነ', 'ኣብታ', 'ሃገር', 'ጥሜት', 'ስለ', 'ዝበርትዔ', 'ድማ', 'ኣብራም', 'ብስደት', 'ኣብኣ', 'ኪቕመጥ', 'ናብ', 'ግብጺ', 'ወረደ']","['there', 'was', 'a', 'famine', 'in', 'the', 'land', 'abram', 'went', 'down', 'into', 'egypt', 'to', 'live', 'as', 'a', 'foreigner', 'there', 'for', 'the', 'famine', 'was', 'severe', 'in', 'the', 'land']"
453,"It happened, when he had come near to enter Egypt, that he said to Sarai his wife, ""See now, I know that you are a beautiful woman to look at.",ኰነ ኸኣ፡ ናብ ግብጺ ኺኣቱ ምስ ቀረበ፡ ንሰበይቱ ሳራይ፡ እንሆ፡ መልክዔኛ ሰበይቲ ምዃንኪ ፈሊጠ አሎኹ እሞ፡,"['ኰነ', 'ኸኣ', 'ናብ', 'ግብጺ', 'ኺኣቱ', 'ምስ', 'ቀረበ', 'ንሰበይቱ', 'ሳራይ', 'እንሆ', 'መልክዔኛ', 'ሰበይቲ', 'ምዃንኪ', 'ፈሊጠ', 'አሎኹ', 'እሞ']","['it', 'happened', 'when', 'he', 'had', 'come', 'near', 'to', 'enter', 'egypt', 'that', 'he', 'said', 'to', 'sarai', 'his', 'wife', '""see', 'now', 'i', 'know', 'that', 'you', 'are', 'a', 'beautiful', 'woman', 'to', 'look', 'at']"
454,"It will happen, when the Egyptians will see you, that they will say, ''This is his wife.'' They will kill me, but they will save you alive.",ኪኸውን ድማ እዩ፡ ግብጻውያን ምስ ዚርእዩኺ፡ ሰበይቱ እያ ኺብሉ እዮም፡ ንኣይ ቀቲሎም ንኣኺ ብህይወት ይሓድጉኺ።,"['ኪኸውን', 'ድማ', 'እዩ', 'ግብጻውያን', 'ምስ', 'ዚርእዩኺ', 'ሰበይቱ', 'እያ', 'ኺብሉ', 'እዮም', 'ንኣይ', 'ቀቲሎም', 'ንኣኺ', 'ብህይወት', 'ይሓድጉኺ']","['it', 'will', 'happen', 'when', 'the', 'egyptians', 'will', 'see', 'you', 'that', 'they', 'will', 'say', ""''this"", 'is', 'his', ""wife.''"", 'they', 'will', 'kill', 'me', 'but', 'they', 'will', 'save', 'you', 'alive']"
455,"Please say that you are my sister, that it may be well with me for your sake, and that my soul may live because of you.""",እምበኣር በጃኺ፡ ብሳላኺ ምእንቲ ንኣይ ኪጥዕም፡ ነፍሰይ ድማ ብኣኺ ክትድሕንሲ፡ ሓብቱ እየ ደኣ በሊ፡ በላ።,"['እምበኣር', 'በጃኺ', 'ብሳላኺ', 'ምእንቲ', 'ንኣይ', 'ኪጥዕም', 'ነፍሰይ', 'ድማ', 'ብኣኺ', 'ክትድሕንሲ', 'ሓብቱ', 'እየ', 'ደኣ', 'በሊ', 'በላ']","['please', 'say', 'that', 'you', 'are', 'my', 'sister', 'that', 'it', 'may', 'be', 'well', 'with', 'me', 'for', 'your', 'sake', 'and', 'that', 'my', 'soul', 'may', 'live', 'because', 'of', 'you.""']"
456,"It happened that when Abram had come into Egypt, the Egyptians saw that the woman was very beautiful.",ኰነ ኸኣ፡ ኣብራም ኣብ ግብጺ ምስ ኣተወ፡ ግብጻውያን እታ ሰበይቲ ብዙሕ መልክዔኛ ምዃና ረኣዩ።,"['ኰነ', 'ኸኣ', 'ኣብራም', 'ኣብ', 'ግብጺ', 'ምስ', 'ኣተወ', 'ግብጻውያን', 'እታ', 'ሰበይቲ', 'ብዙሕ', 'መልክዔኛ', 'ምዃና', 'ረኣዩ']","['it', 'happened', 'that', 'when', 'abram', 'had', 'come', 'into', 'egypt', 'the', 'egyptians', 'saw', 'that', 'the', 'woman', 'was', 'very', 'beautiful']"
457,"The princes of Pharaoh saw her, and praised her to Pharaoh; and the woman was taken into Pharaoh''s house.",እቶም ሹማምቲ ፈርኦን ድማ ረኣይዋ፡ ኣብ ቅድሚ ፈርኦን ከኣ ነኣድዋ። ነታ ሰበይቲ ውን ናብ ቤት ፈርኦን ወሰድዋ።,"['እቶም', 'ሹማምቲ', 'ፈርኦን', 'ድማ', 'ረኣይዋ', 'ኣብ', 'ቅድሚ', 'ፈርኦን', 'ከኣ', 'ነኣድዋ', 'ነታ', 'ሰበይቲ', 'ውን', 'ናብ', 'ቤት', 'ፈርኦን', 'ወሰድዋ']","['the', 'princes', 'of', 'pharaoh', 'saw', 'her', 'and', 'praised', 'her', 'to', 'pharaoh', 'and', 'the', 'woman', 'was', 'taken', 'into', ""pharaoh''s"", 'house']"
458,"He dealt well with Abram for her sake. He had sheep, oxen, male donkeys, male servants, female servants, female donkeys, and camels.",ንኣብራም ድማ ምእንትኣ ጽቡቕ ገበረሉ፡ ኣባጊዕን ኣብዑርን ኣውዳልን ገላዉን ኣግራድን ኣንስትዮ ኣእዱግን ኣግማልን ነበርዎ።,"['ንኣብራም', 'ድማ', 'ምእንትኣ', 'ጽቡቕ', 'ገበረሉ', 'ኣባጊዕን', 'ኣብዑርን', 'ኣውዳልን', 'ገላዉን', 'ኣግራድን', 'ኣንስትዮ', 'ኣእዱግን', 'ኣግማልን', 'ነበርዎ']","['he', 'dealt', 'well', 'with', 'abram', 'for', 'her', 'sake', 'he', 'had', 'sheep', 'oxen', 'male', 'donkeys', 'male', 'servants', 'female', 'servants', 'female', 'donkeys', 'and', 'camels']"
459,"Yahweh plagued Pharaoh and his house with great plagues because of Sarai, Abram''s wife.",እግዚኣብሄር ግና ብምኽንያት ሳራይ ሰበይቲ ኣብራም፡ ንፈርኦንን ንቤቱን ብርቱዕ ቅጽዓት ቀጽዖ።,"['እግዚኣብሄር', 'ግና', 'ብምኽንያት', 'ሳራይ', 'ሰበይቲ', 'ኣብራም', 'ንፈርኦንን', 'ንቤቱን', 'ብርቱዕ', 'ቅጽዓት', 'ቀጽዖ']","['yahweh', 'plagued', 'pharaoh', 'and', 'his', 'house', 'with', 'great', 'plagues', 'because', 'of', 'sarai', ""abram''s"", 'wife']"
460,"Pharaoh called Abram and said, ""What is this that you have done to me? Why didn''t you tell me that she was your wife?",ፈርኦን ድማ ንኣብራም ናብኡ ጸዊዑ፥ እንታይ እዩ እዚ ዝገበርካኒ፧ ስለምንታይከ ኢኻ ሰበይትኻ ምዃና ዘየፍለጥካኒ፧,"['ፈርኦን', 'ድማ', 'ንኣብራም', 'ናብኡ', 'ጸዊዑ', 'እንታይ', 'እዩ', 'እዚ', 'ዝገበርካኒ', 'ስለምንታይከ', 'ኢኻ', 'ሰበይትኻ', 'ምዃና', 'ዘየፍለጥካኒ']","['pharaoh', 'called', 'abram', 'and', 'said', '""what', 'is', 'this', 'that', 'you', 'have', 'done', 'to', 'me', 'why', ""didn''t"", 'you', 'tell', 'me', 'that', 'she', 'was', 'your', 'wife']"
461,"Why did you say, ''She is my sister,'' so that I took her to be my wife? Now therefore, see your wife, take her, and go your way.""",ስለምንታይሲ ሓብተይ እያ፡ በልካ፧ ሰበይተይ ክትከውን ምወሰድክዋ ነይረ። ሕጂ ኸኣ እንሃትልካ፡ ሰበይትኻ ሒዝካ ኺድ፡ በሎ።,"['ስለምንታይሲ', 'ሓብተይ', 'እያ', 'በልካ', 'ሰበይተይ', 'ክትከውን', 'ምወሰድክዋ', 'ነይረ', 'ሕጂ', 'ኸኣ', 'እንሃትልካ', 'ሰበይትኻ', 'ሒዝካ', 'ኺድ', 'በሎ']","['why', 'did', 'you', 'say', ""''she"", 'is', 'my', ""sister,''"", 'so', 'that', 'i', 'took', 'her', 'to', 'be', 'my', 'wife', 'now', 'therefore', 'see', 'your', 'wife', 'take', 'her', 'and', 'go', 'your', 'way.""']"
462,"Pharaoh gave men charge concerning him, and they brought him on the way with his wife and all that he had.",ፈርኦን ድማ ብዛዕባኡ ንሰቡ፡ ንእኡን ንሰበይቱን ንዘለዎ ዅሉን ኬሰንይዎም፡ ኣዘዘ።,"['ፈርኦን', 'ድማ', 'ብዛዕባኡ', 'ንሰቡ', 'ንእኡን', 'ንሰበይቱን', 'ንዘለዎ', 'ዅሉን', 'ኬሰንይዎም', 'ኣዘዘ']","['pharaoh', 'gave', 'men', 'charge', 'concerning', 'him', 'and', 'they', 'brought', 'him', 'on', 'the', 'way', 'with', 'his', 'wife', 'and', 'all', 'that', 'he', 'had']"
463,"After these things the word of Yahweh came to Abram in a vision, saying, ""Don''t be afraid, Abram. I am your shield, your exceedingly great reward.""",ድሕርዚ ነገርዚ ቓል እግዚኣብሄር ብራእይ ከምዚ ኢሉ ናብ ኣብራም መጸ፡ ኣብራም፡ ኣይትፍራህ፡ ዋልታኻ ኣነ እየ፡ ዓስብኻ ኣዝዩ ኺበዝሕ እዩ።,"['ድሕርዚ', 'ነገርዚ', 'ቓል', 'እግዚኣብሄር', 'ብራእይ', 'ከምዚ', 'ኢሉ', 'ናብ', 'ኣብራም', 'መጸ', 'ኣብራም', 'ኣይትፍራህ', 'ዋልታኻ', 'ኣነ', 'እየ', 'ዓስብኻ', 'ኣዝዩ', 'ኺበዝሕ', 'እዩ']","['after', 'these', 'things', 'the', 'word', 'of', 'yahweh', 'came', 'to', 'abram', 'in', 'a', 'vision', 'saying', '""don\'\'t', 'be', 'afraid', 'abram', 'i', 'am', 'your', 'shield', 'your', 'exceedingly', 'great', 'reward.""']"
464,"Abram said, ""Lord Yahweh, what will you give me, seeing I go childless, and he who will inherit my estate is Eliezer of Damascus?""",ኣብራም ከኣ፡ ዎ እግዚኣብሄር ጐይታይ፡ ኣነ ውሉድ ዜብለይ እኸይድ አሎኹ፡ ወራስ ቤተይ ዚኸውን ድማ ንሱ ኣልኣዛር፡ በዓል ደማስቆ፡ እዩ፡ እንታይሞ ኽትህበኒ ኢኻ፧ በለ።,"['ኣብራም', 'ከኣ', 'ዎ', 'እግዚኣብሄር', 'ጐይታይ', 'ኣነ', 'ውሉድ', 'ዜብለይ', 'እኸይድ', 'አሎኹ', 'ወራስ', 'ቤተይ', 'ዚኸውን', 'ድማ', 'ንሱ', 'ኣልኣዛር', 'በዓል', 'ደማስቆ', 'እዩ', 'እንታይሞ', 'ኽትህበኒ', 'ኢኻ', 'በለ']","['abram', 'said', '""lord', 'yahweh', 'what', 'will', 'you', 'give', 'me', 'seeing', 'i', 'go', 'childless', 'and', 'he', 'who', 'will', 'inherit', 'my', 'estate', 'is', 'eliezer', 'of', 'damascus?""']"
465,"Abram said, ""Behold, to me you have given no seed: and, behold, one born in my house is my heir.""",ኣብራም ከኣ፡ ገለ ዘርኢ ኣይሀብካንን፡ እንሆ ድማ ሓደ ኣብ ቤተይ እተወልደ ኺወርሰኒ እዩ፡ በለ።,"['ኣብራም', 'ከኣ', 'ገለ', 'ዘርኢ', 'ኣይሀብካንን', 'እንሆ', 'ድማ', 'ሓደ', 'ኣብ', 'ቤተይ', 'እተወልደ', 'ኺወርሰኒ', 'እዩ', 'በለ']","['abram', 'said', '""behold', 'to', 'me', 'you', 'have', 'given', 'no', 'seed', 'and', 'behold', 'one', 'born', 'in', 'my', 'house', 'is', 'my', 'heir.""']"
